id,Shares
29976,4613664.304387056
29977,1286544.43725913
29978,4319943.642178217
29979,2416974.334267305
29980,3128.9817056418456
29981,78715537.66911876
29982,1395744.417111604
29983,5061787.350447298
29984,5655991.574217411
29985,3253376.0760319163
29986,4458654.821509114
29987,2193622.7917177533
29988,1674834.4473683315
29989,39173613.02181341
29990,3596.4125554757807
29991,16896643.858714323
29992,1303857.2362456948
29993,2788032.220696888
29994,7022647.512071363
29995,2927561.6449832194
29996,3603.4130434822964
29997,3653.845578486523
29998,1304205.5063985318
29999,2698608.3283799384
30000,1674856.8968024335
30001,4438440.3232993195
30002,3560.1201806343233
30003,6877767.890268486
30004,2509862.7514139037
30005,8352534.710187358
30006,823226.4612462196
30007,1767481.633885444
30008,2509807.8058395684
30009,3778637.2678046995
30010,4023.1479793338617
30011,6176142.320657163
30012,3891.5898870103965
30013,10075159.959010037
30014,1024972.0854383431
30015,3299271.6083260654
30016,724622.6844418983
30017,3067249.271827432
30018,1803539.6638486881
30019,3798.367490814041
30020,957465.2301925103
30021,381054.3103900161
30022,1488975.0055349094
30023,64328966.90905756
30024,2973599.0431449646
30025,4284710.892505519
30026,5831800.732992499
30027,1117531.7512865781
30028,4074.7835244064845
30029,1290107.5616584548
30030,15567263.798647474
30031,4041382.395169889
30032,3394.315231293928
30033,4036.1683021280414
30034,9248250.989112886
30035,931963.4320988434
30036,2231246.871250246
30037,2277656.631586947
30038,15102687.842687434
30039,761209.0890001055
30040,1953096.880122733
30041,1519650.9917331398
30042,4830451.064878323
30043,4110.107808519533
30044,2974348.2434848677
30045,704092.9158735662
30046,4768371.915586889
30047,1813127.1216490006
30048,1736648.9365455199
30049,2045239.7635676174
30050,1025172.3825261111
30051,5016637.800485702
30052,2788598.337262869
30053,800685.4049813972
30054,4409.85009800443
30055,4024.0424527418727
30056,830520.4362301889
30057,834014.7369950028
30058,4042.6431792989083
30059,1396034.5128503018
30060,1271990.8551365726
30061,1674491.880956381
30062,28314396.754474804
30063,3572.1679745876213
30064,1210611.9175802437
30065,11095585.296352552
30066,1880034.5155431607
30067,918606.042262671
30068,3498.588993594558
30069,1987043.5630228722
30070,3809504.9186553326
30071,881633.8930676383
30072,3589032.7280885954
30073,66649319.02308394
30074,3994886.290598689
30075,931850.2134761746
30076,1117512.2019152169
30077,822029.4521349431
30078,1232948.5414406017
30079,5758410.912063152
30080,10399652.816168925
30081,1349558.132124252
30082,8673219.50260461
30083,1024397.7802993424
30084,2973235.3956308267
30085,3658.8113034920098
30086,2323939.3332864027
30087,10028901.386268841
30088,862002.9685829489
30089,3725.0126361616526
30090,5201278.6167207025
30091,6594261.725686534
30092,2932963.889892239
30093,3809525.739535573
30094,4169.610196025258
30095,4645616.137243644
30096,2057542.395351342
30097,4962691.6147103
30098,1210819.6782012128
30099,2788357.3780621313
30100,15457808.73935629
30101,3344656.5023886054
30102,1568502.355775675
30103,8543481.984475642
30104,2416410.4510215796
30105,1179576.4109612268
30106,9193663.837837204
30107,15597477.097580075
30108,2200413.026216437
30109,22002209.697399266
30110,3519.39382597151
30111,3511.057917562682
30112,3985.484902423887
30113,6497150.61422876
30114,1116733.8150998298
30115,2130065.1999493227
30116,1582155.7655296973
30117,770319.97353623
30118,11759574.593501823
30119,17732734.12510035
30120,1488854.9609927626
30121,2231121.0067688837
30122,35693600.14080393
30123,27386235.138241034
30124,738166.3698956231
30125,1581485.2045301322
30126,9285510.217524815
30127,5201551.282450346
30128,511400.543826219
30129,3399048.3561721058
30130,1396696.464065423
30131,5635031.096452338
30132,8620635.048362624
30133,1024693.4361895443
30134,2880961.0225090524
30135,1489327.1191435743
30136,1906527.3751435685
30137,3188.206334472457
30138,3040.6446559091405
30139,590718.4982192857
30140,23333040.010974877
30141,1257622.757623227
30142,4641.436910633424
30143,3965.3373277842165
30144,1627617.50262529
30145,3797.149890636588
30146,2602685.1140666287
30147,4001.0923251859526
30148,1024474.1382256855
30149,730661.5869897192
30150,4653.627139499
30151,18830618.62237121
30152,2417091.842162323
30153,6315777.450345709
30154,2510049.1848604092
30155,1410197.783882647
30156,3314.5190893795852
30157,3694.042430912106
30158,3624041.8912515477
30159,1131162.7139446258
30160,2138441.8188432534
30161,3380.681598856217
30162,3294.009520975557
30163,1767092.6413273772
30164,12813181.476997295
30165,1351700.358510411
30166,3884.8899425166846
30167,847317.1308851097
30168,1396370.605336819
30169,67020165.38217901
30170,3097826.2292872956
30171,3985.435880576022
30172,10724614.217289481
30173,2621485.11357524
30174,1255990.5387039925
30175,7244188.627610607
30176,928298.7928965066
30177,1674305.3452420055
30178,653115.7641774631
30179,9007448.159677077
30180,4708999.716148372
30181,1024223.5873812343
30182,1436526.9315334673
30183,5654445.792658883
30184,5072110.704882692
30185,19805902.362801366
30186,1582646.1902706446
30187,2509610.5912296656
30188,1302909.196894829
30189,4691398.024587988
30190,2300223.472169632
30191,3157.358420666151
30192,3391527.1417182107
30193,2142047.3949507135
30194,5386965.400609347
30195,1717441.5607844596
30196,1303557.9259853838
30197,577851.7781901389
30198,3048.875417259255
30199,3840286.3996885233
30200,19217835.719866365
30201,1519512.6317753943
30202,1952688.9179675975
30203,2277447.595917147
30204,2788156.274406522
30205,932116.8565272529
30206,7057969.924979969
30207,494032.0629413265
30208,6439025.010307713
30209,4923779.307660443
30210,2231092.8258700673
30211,889747.2041595747
30212,2320916.8265282945
30213,1209905.8536993272
30214,1241299.4365665794
30215,948795.5560422513
30216,4404.91992070215
30217,1922506.2917313902
30218,3578.9674220784614
30219,1117278.1620027851
30220,3670.4283359340748
30221,1488332.8732954287
30222,2141597.978223288
30223,6276335.11878463
30224,4551927.345212566
30225,2881085.951014176
30226,1712671.6645029855
30227,5851138.749160013
30228,1151083.1773558783
30229,3424.720759525077
30230,4143.536334960168
30231,1674984.4794352078
30232,3538.8863978926083
30233,914648.7909085156
30234,16433308.287493343
30235,7129546.892730639
30236,2139014.629569741
30237,1488632.8432695724
30238,33604638.55656033
30239,1581771.590393558
30240,1117625.2200681868
30241,2416685.3579980223
30242,2324057.74070109
30243,3124.9143696559845
30244,826010.0370302711
30245,676597.6396972166
30246,23894968.74002871
30247,2971.9404448709183
30248,681257.0077193723
30249,1489053.1669160933
30250,1859895.5507986692
30251,8543200.383563487
30252,9564779.373368686
30253,2973964.8306703903
30254,4170.069696736123
30255,1025138.6149231303
30256,23982089.377220605
30257,7850111.354391991
30258,7707749.570664155
30259,931833.2566234064
30260,4904919.139606455
30261,3341.609631809605
30262,1150915.1157671271
30263,3323.903534928946
30264,3159737.316879391
30265,1303438.5315757126
30266,4230.386111330283
30267,2974049.741482444
30268,900343.1306033374
30269,3020630.694495391
30270,4606548.1313281795
30271,3741.2969619820615
30272,8208940.75191139
30273,5263466.45342488
30274,1489041.52371199
30275,3841175.229230086
30276,3466.7335590990515
30277,1140873.5304366197
30278,1923615.2976539582
30279,1860780.0505164452
30280,1488403.8921491979
30281,2911497.9385898723
30282,5202309.922914386
30283,1116853.3707838873
30284,1257151.4802855826
30285,1581899.0113699457
30286,4343638.939726292
30287,1117796.672306804
30288,5016062.149399139
30289,480856.00866891537
30290,1813235.054531899
30291,3326.507171972196
30292,1627934.239365249
30293,1294514.7038725852
30294,10678289.240502516
30295,55139410.60306614
30296,4158.689437235933
30297,4104.61145192104
30298,2323971.126369581
30299,3316.7342335428093
30300,4114693.044407345
30301,10956622.246796163
30302,3723.993983392014
30303,8914413.352115689
30304,1395851.4060720834
30305,13881038.829368923
30306,1117008.503223044
30307,1269085.0929856196
30308,3160063.490387242
30309,2202087.649646812
30310,1065179.4575306003
30311,3762544.7672942393
30312,2231289.0225704294
30313,9703594.76418395
30314,2377797.5526905665
30315,278657.36107426265
30316,3864.2617633775435
30317,767092.1628093634
30318,5944219.831495364
30319,1161646.4889593404
30320,1488302.6045741846
30321,1766952.7431862992
30322,1660726.946784843
30323,2185209.9904652876
30324,3534.9801567407803
30325,4312.215367497382
30326,1987985.7403482818
30327,1226303.9918387998
30328,18011373.665874157
30329,1117880.6875518216
30330,3742.709469710998
30331,2664684.7383566974
30332,2058904.6754448237
30333,1674970.585541094
30334,5979653.593842389
30335,2556947.199492629
30336,2324003.6495208777
30337,6663548.155074927
30338,3764.4925616616893
30339,30726956.003021207
30340,11792165.93357609
30341,1075745.14738731
30342,4087971.2945268196
30343,1452495.7645625444
30344,3794.3133234208763
30345,2881087.881119186
30346,1210035.1427897767
30347,4366837.24598496
30348,2231313.883757953
30349,1210211.1352310113
30350,926502.3148825972
30351,3848.4794353162483
30352,742461.6779621537
30353,3574.2691803209254
30354,4026364.1986213624
30355,12905653.502372479
30356,3441.0444100915006
30357,3472.7958878802456
30358,926190.4287646677
30359,3948781.3621576806
30360,3905.111848411084
30361,932188.8523106873
30362,3566.9759708031233
30363,2510409.4776885016
30364,2371053.831777165
30365,2354855.7905062805
30366,3860.700474028049
30367,1086699.549356794
30368,3777.106106088436
30369,6315118.460756475
30370,13369840.191936439
30371,3716290.632077667
30372,2741914.1881805924
30373,1675668.8957073626
30374,28221784.1525379
30375,4710644.611273977
30376,1117289.610630579
30377,22001636.591899954
30378,1003524.6601228971
30379,2555782.555901831
30380,3902885.29372592
30381,3381.1094505442093
30382,4344.601187835573
30383,3716848.2652062937
30384,637199.7472581198
30385,2809495.6927795117
30386,4041135.404660572
30387,3611.64323695235
30388,1674140.887226691
30389,2556255.781922926
30390,5294602.597611492
30391,2231399.3926525363
30392,21352688.792515393
30393,3571350.988702976
30394,1488398.0263463925
30395,2788059.3163038935
30396,3607.1601349864795
30397,4830550.668137233
30398,2601992.810954031
30399,563030.1092528692
30400,3402.195709092811
30401,1767988.4912429114
30402,2834656.6601857627
30403,32862882.976526875
30404,4033.320907368662
30405,4594.723063412732
30406,2280602.490566516
30407,3530525.0465564355
30408,21445625.29127607
30409,5155744.6728912415
30410,1613142.683420445
30411,1098900.6725930504
30412,2881248.263150082
30413,1774554.9030100452
30414,4246.001869504258
30415,3693.341191075101
30416,1024762.7183769747
30417,25901288.329315327
30418,3074312.5875627957
30419,602525.7138335985
30420,931752.8498749495
30421,1303013.8227882085
30422,771203.81516132
30423,150463.6134786731
30424,3902277.5766147454
30425,4855624.642415551
30426,36575079.669665374
30427,14484089.78637099
30428,1465580.5485031733
30429,3533.4287185186417
30430,2695782.8552180436
30431,2510125.787346214
30432,3539.5312314476523
30433,1117703.1406760518
30434,2354843.8817572766
30435,848864.6294376071
30436,5851806.382215059
30437,4552237.782034624
30438,14854810.00252096
30439,6334374.35061336
30440,21167177.729476783
30441,19124921.487332296
30442,1395842.7409407054
30443,1757109.1791682187
30444,3289.379734657524
30445,2726805.94025875
30446,2324113.1162221283
30447,22002007.298183046
30448,1334494.4348711951
30449,4514.773840582389
30450,2602576.947356174
30451,8404317.416575473
30452,1302877.1439901516
30453,17840250.02184459
30454,2095177.2416229649
30455,5402455.282353889
30456,3208.1467815274364
30457,3901.0408166140505
30458,1395684.5157731757
30459,29149901.248322368
30460,1756592.4696662694
30461,3191.5998361309066
30462,1593774.2103800243
30463,5759313.346783998
30464,772503.6619454358
30465,1797323.4259888232
30466,5201158.564354842
30467,2835471.301736775
30468,1118108.8017542576
30469,4070.4124431377427
30470,1650582.7598536392
30471,3733.1999699044363
30472,10492701.786714666
30473,3190748.144402251
30474,3041.6757463973036
30475,2510613.9413483534
30476,3172.5678404697364
30477,11977830.801844357
30478,626083.4131091902
30479,3388.7019254210913
30480,3206800.3324896423
30481,6060084.965876882
30482,1550501.9735883526
30483,1674563.8580054543
30484,12209579.22973711
30485,3252564.006981931
30486,3345413.19381834
30487,2324280.538335276
30488,860320.858726754
30489,931562.9273383127
30490,276980550.26943034
30491,8032446.812924293
30492,3530518.38119969
30493,2983662.4358313098
30494,2695243.9795728973
30495,1944695.787736919
30496,27200008.107413147
30497,14019785.544757655
30498,1210592.5861622836
30499,1217793.87652141
30500,4221561.444294476
30501,89019207.431788
30502,3422.2768993354966
30503,3809501.1614299417
30504,5387558.950934797
30505,1858089.9933726443
30506,3803.0114643861843
30507,3835.831823252213
30508,4318.33083184934
30509,9007165.34444905
30510,6129977.024033024
30511,1332927.3506849324
30512,39453198.70579847
30513,3297.534308798265
30514,16990721.95206338
30515,1860514.6584409268
30516,868919.1406966515
30517,1674451.2746661692
30518,5510618.856157464
30519,8961544.266369741
30520,687757.7258805952
30521,4234.349060250587
30522,8114844.968846558
30523,4027430.6188104856
30524,7912485.495215126
30525,850696.7079087044
30526,3828.4248596041193
30527,3557.9964102039057
30528,3437774.858187802
30529,4387.775324792198
30530,2728125.0936109982
30531,8126365.81811238
30532,3283063.9744079495
30533,2139040.888530425
30534,11327912.666458333
30535,1582098.6398872768
30536,3875453.488338408
30537,49337402.96507006
30538,5144438.721802125
30539,1116774.9677118782
30540,1395729.901563808
30541,2943039.1130954474
30542,1365050.6325198459
30543,1376764.7406207053
30544,2765025.8684572545
30545,2055629.5464829998
30546,1859970.601258839
30547,700489.2168745697
30548,1563056.0925804095
30549,13958398.438131936
30550,1025212.5406919587
30551,2138600.9580348674
30552,1118273.9953271372
30553,666152.4429574945
30554,1488717.985390279
30555,3584.6295001270682
30556,9006892.927956276
30557,3623606.970274887
30558,14298527.184803106
30559,1302769.4582785917
30560,4087325.325580543
30561,1488852.461386493
30562,1473403.800088949
30563,17361592.34389706
30564,528604.3807647018
30565,939369.9193270182
30566,2857695.0429442567
30567,3664.1964368843314
30568,5665915.462038263
30569,4398.988999592049
30570,1100205.0243566146
30571,1161740.4900855825
30572,615501.2676721368
30573,931843.9900414087
30574,1163923.7725553159
30575,3616.839326401986
30576,1260042.2539940933
30577,14891996.133153798
30578,3437805.7788591576
30579,1581824.9235768542
30580,828132.3527746628
30581,5428375.0382627575
30582,932633.7580614677
30583,15875507.503244482
30584,1906863.0363019335
30585,799529.8611701851
30586,1859929.4794998309
30587,1673735.1427463957
30588,1905604.8811628611
30589,6036868.815230517
30590,6067989.738626784
30591,1996514.9231216677
30592,18800321.183281843
30593,8915304.813835893
30594,922975.4178632202
30595,2695382.0286572888
30596,3305.4339868124343
30597,2324417.1760092084
30598,1209906.8515412437
30599,4065974.8676317716
30600,1117977.7976184757
30601,1442585.150221421
30602,7058652.55916831
30603,3298912.1333466917
30604,1697398.2834339235
30605,3534664.851477619
30606,6686969.526949787
30607,3345645.4894154267
30608,4379.372284717946
30609,3296.731491872122
30610,12116949.604966888
30611,3545.005824616335
30612,3267.0820695429593
30613,18010970.063990626
30614,2714402.2586512896
30615,3484608.859050767
30616,1953075.2903362522
30617,5039118.545960678
30618,1476298.1129293523
30619,3560.0250563209984
30620,1051903.5626041247
30621,3345202.149196916
30622,12096719.172276463
30623,2057137.5375504536
30624,22897270.610393826
30625,5082902.684391767
30626,6084233.318794466
30627,1025357.2084395627
30628,1952999.3176690387
30629,10492578.157324178
30630,3716.608541531192
30631,2741.3685390082624
30632,13509300.86768708
30633,2546977.7529249047
30634,8821351.892527523
30635,489075.1553444074
30636,2880642.704501834
30637,3755633.245968634
30638,4620.36595477141
30639,13648421.22478586
30640,1118115.6912852167
30641,931962.2025431667
30642,1448428.9780310888
30643,928758.1020040747
30644,3291180.5071865125
30645,6268654.291197454
30646,14948454.987270871
30647,4902517.944120336
30648,2324066.940669463
30649,7011866.953671015
30650,10399552.413743412
30651,2788460.9482099973
30652,209066680.44364056
30653,32444336.188476752
30654,3066716.260028669
30655,4125391.054860396
30656,3437588.9552754154
30657,47063556.13781725
30658,6408546.363439809
30659,3422.543977979644
30660,1024778.7176878307
30661,1628542.7843797335
30662,1025100.4324420999
30663,35275637.16776975
30664,3809842.088136011
30665,11050091.655421821
30666,4459750.3820000505
30667,4107.13970414534
30668,1117859.0315138237
30669,3809248.48483371
30670,1535151.8185288648
30671,4001.403093641533
30672,3437984.029108874
30673,1720201.6948863592
30674,1285007.0314597832
30675,6222629.077674781
30676,2137649.987118004
30677,2881119.7513256427
30678,10771237.371661186
30679,24323010.1976013
30680,3623370.753224996
30681,3763588.847237763
30682,1303209.9131267322
30683,12441467.564569602
30684,6779677.440060229
30685,4217121.576938449
30686,4192.786601497466
30687,5015775.185241845
30688,29335240.064528193
30689,3384143.3831584537
30690,3014.7477751306988
30691,736382.0909202275
30692,3159984.478816194
30693,3476.725750392515
30694,4496000.486743257
30695,1117346.6724465443
30696,3716649.5829553134
30697,2343368.26982855
30698,1164261.5433493257
30699,20120001.653269924
30700,5108498.729619827
30701,12442163.206467139
30702,1396131.5463649514
30703,6036982.613220982
30704,1025069.399379579
30705,3298.6274235172623
30706,2423700.6108290353
30707,731948.5978945405
30708,1490885.1424463876
30709,9917154.115044933
30710,2231426.698047113
30711,8821313.963704385
30712,16618439.856317073
30713,2638441.1182938577
30714,7011352.030614556
30715,7800460.439143005
30716,3850.0740990804566
30717,7150746.6748572895
30718,3716450.2123345477
30719,618528.6430407051
30720,3612205.0346775195
30721,1806089.8151337162
30722,3066641.8282127464
30723,558615.2060320936
30724,2262259.4643424586
30725,1310421.5685860824
30726,3518.7741081179793
30727,3483.8702714409674
30728,3358.956195654544
30729,38709454.52200822
30730,3607.3053446055874
30731,13184042.669759255
30732,1117875.0406865678
30733,3360.3024219378904
30734,5015898.009166797
30735,1524020.3035451681
30736,4087402.4039667603
30737,34116082.94202047
30738,1767141.768445408
30739,4645291.932013034
30740,1334217.4294479482
30741,3672.9337549384177
30742,3438185.1983782984
30743,13369681.073186364
30744,2417221.141282969
30745,3444.0724775508634
30746,1766995.8318599362
30747,8636321.36140259
30748,9285703.639893342
30749,3066919.8075486193
30750,1071073.8766320255
30751,2133953.0855530608
30752,3486.70762598257
30753,1697779.5055522688
30754,2231336.531313535
30755,3976.5409844434603
30756,7614628.063044775
30757,7302598.814185003
30758,2787956.866788118
30759,3623324.8415091247
30760,2556043.7032474047
30761,3538.049864825435
30762,1369279.5131523372
30763,4458893.689191183
30764,3624375.698797065
30765,2599344.8083655797
30766,1767236.137674544
30767,3716698.7930219118
30768,3261.059177282927
30769,14622723.843081094
30770,2881317.5093669514
30771,12998416.339996748
30772,11002865.100035869
30773,1952454.994586096
30774,3411.0835812543623
30775,5758406.630143076
30776,6779693.88999174
30777,32564953.80912445
30778,3870.1155011526503
30779,1303108.1434855883
30780,1024679.4695932607
30781,4091.0281333231187
30782,2510007.130754999
30783,3981.045881773654
30784,3221664.0693406556
30785,2122682.2183433487
30786,4784283.000676568
30787,3345405.5485347253
30788,6779814.752534989
30789,1488384.1228702497
30790,1767107.5490545484
30791,2066258.9934992953
30792,2658828.014209725
30793,3860.8433140139477
30794,932253.9603284821
30795,1751948.8768345234
30796,1581497.0593056262
30797,665629.1594692076
30798,6965983.968629417
30799,25714856.07643835
30800,2045887.2810048682
30801,3158.357636693565
30802,1791975.4242352291
30803,1581513.6641220364
30804,2636839.1020940025
30805,1044899.9147935942
30806,6067872.648172912
30807,2139309.8089813087
30808,12859155.134158028
30809,3507639.997080625
30810,1766854.4009137591
30811,4081.794792147595
30812,1550347.7907628738
30813,1396139.7399633448
30814,2033740.0757892542
30815,848022.327722971
30816,2571975.9508942533
30817,2324126.3305816264
30818,1164326.0852583025
30819,11344524.804635981
30820,1209902.5460276785
30821,2137981.8135794587
30822,5155464.316246057
30823,4326.762875988079
30824,6547260.157636149
30825,906080.8414533666
30826,2139092.634847776
30827,2416923.5701660328
30828,1442722.667153273
30829,677435.1320118445
30830,1859978.4658907086
30831,1581513.9533824325
30832,3252514.620165796
30833,836171.5754074467
30834,1767447.4099837858
30835,3530958.7775601246
30836,447831.6262472771
30837,1117383.4255353506
30838,14360516.386607256
30839,2510301.69937798
30840,2226966.7581669427
30841,1674773.9307902576
30842,757526.8223595968
30843,4552183.447727204
30844,1210635.637801088
30845,3971.9759521202222
30846,1304357.1813299125
30847,1304762.0452254699
30848,1210468.4629447865
30849,3716359.715469883
30850,1623832.853504354
30851,2602327.881420272
30852,5619476.004847971
30853,8358010.967788949
30854,3629.975276833086
30855,616288.3175164247
30856,3309.8537278902004
30857,4459286.209339189
30858,3552.5456865763463
30859,19821091.526649788
30860,1164113.3122593977
30861,11420963.869014682
30862,1117897.8913958427
30863,2509790.2861521845
30864,2741802.3783821324
30865,6036729.712505437
30866,7058301.92549178
30867,932133.0037730127
30868,2324133.337698574
30869,725504.5222234653
30870,354796.3774971079
30871,2649334.868299756
30872,7672070.425871147
30873,3805.83217523625
30874,17014058.937754534
30875,2881123.09792039
30876,4144.889939822911
30877,2011485.8388551676
30878,1961541.3375969538
30879,4185.9735498940345
30880,3428.2694023861222
30881,2776335.1640030746
30882,3341.843449113714
30883,1488252.0801943163
30884,3962907.9104722254
30885,39174215.87138488
30886,2231711.2109240275
30887,55479456.175145715
30888,5343553.086663965
30889,2073055.695923749
30890,5248138.055903182
30891,887305.7603453846
30892,1674192.1741726955
30893,4706791.798094317
30894,716201.8341046794
30895,7290372.302001507
30896,1906435.3246443293
30897,3252806.359085097
30898,4087988.0728066824
30899,1024430.2602715575
30900,28406789.255566895
30901,2168843.3153819484
30902,1303198.716244282
30903,17640072.889077116
30904,33512193.56456743
30905,3491.8674904517293
30906,13555316.158509154
30907,1605860.342521266
30908,932687.7656191869
30909,3516.09113817869
30910,530756.3924261421
30911,5789317.467851969
30912,3066705.065891675
30913,3518.157444714943
30914,3661.325143712207
30915,2041589.031597352
30916,2973768.7372727804
30917,3445.6201098177635
30918,2092376.8795718877
30919,1170834.9335665875
30920,3038.9999680283127
30921,8419510.96185234
30922,3047635.0139931412
30923,3530707.6602461953
30924,8079172.007063665
30925,828087.3888939769
30926,1396395.3213872884
30927,4149670.090792824
30928,4316362.12120961
30929,1609810.4026178773
30930,2776938.705203406
30931,7608586.781214086
30932,518053.35715625354
30933,6130047.697486297
30934,9378965.921763709
30935,1723773.8690009296
30936,1612198.453587959
30937,9718312.279148117
30938,1243968.6278893687
30939,4180825.5167103102
30940,3400.2271019748587
30941,1767239.5997361895
30942,20554178.04022993
30943,4644571.156060544
30944,35275877.58426562
30945,3419.561000137047
30946,9193107.400663007
30947,4168138.90146818
30948,956733.4763758262
30949,2602471.419271126
30950,3712.1951786361124
30951,5665655.541060675
30952,16339777.02496422
30953,4831372.390626107
30954,3530453.300867955
30955,4073.0330304193544
30956,3623821.6360389967
30957,8822110.950084765
30958,2873376.605600479
